,text,score,PredScore
423,"I did agree with these two reviews.  Excellent refrieds; the best by far!<br />Then one day I bought a can at SaveMart and the back of the can said ARIZONA where it ususlly said a Product of Mexico!! Sure enough, not very good now!  Check it out.  I am not sure if these will be replacing the Mexico beans??  But this is all I can find now- ARIZONA!!  Blaach!!!",1.0,4.0
424,"I have been having one everyday for the past 4 days. Then I read the comment that said ""its like lard on a stick"". So I cut it open and saw it was stringy and all this fat was oozing out. Never eating them again.  (i dont usually pay attention to whats in my food....)",1.0,2.0
425,"Glad I read the reviews on this, I too found it listed under the Tassimo T-discs & had it my shopping cart.  I would have been furious to spend that much money & not be able to use it.",1.0,1.0
426,"I bought three bags of this at my local grocery store when it was on sale for $1 per bag.  It smelled bad upon opening the bag, I soaked it as directed on the package and tossed it with some spaghetti.  Inedible!  The second bag I soaked, rinsed, and then soaked in red wine for 1 hour.  YUK!  I threw the third bag directly into the trash.",1.0,1.0
427,The Company has covered this product in candy sweetness.  Milk has no taste.<br /><br />Better than the other products competing with Milk.,1.0,1.0
428,Half alcohol - half extract.  It would have been nice if the seller had stated the ingredients in the web information.,1.0,3.0
429,My son hated it. I tasted some and saw why. It's tart and the barley gives it a weird smell and flavor. Yuck!,1.0,1.0
430,My grandchildren did not like these Krabby Patties at all.  They said the small ones are good but these larger ones did not taste good.,1.0,2.0
431,I'm eating this right now and I don't think I can finish it.  It tastes nothing like Kraft's regular Mac & Cheese (which I love) -- this is almost inedible.  The cheese flavor is very artificial in the worst way possible.  I don't know how this got past product testing.,1.0,1.0
432,Hello.<br />I tried this product and found out this DO NOT WORK AT ALL AT LEAST WITH DOGS!!!!. What waste of money. Unfortunately i cannot return the product. I'm still having problems with the dogs in front of my balcony. Does anyone know i REALLY GOOD product to keep away dogs? Thanks,1.0,1.0
433,I got two Baby Tears Plants and one of them died pretty early on - about 2 weeks later. The other one was also kind of 'week' and almost died - it has now 3 branches with some leaves - I hope it'll survive. I was kind of disappointed. I transfered the plants into a little larger pot after arrival - maybe that was the problem. Not sure.,1.0,2.0
434,My dogs did not care much for these dog treats.  I have found my dogs have always liked all the Jones brand dog items in the past.  I will still get their other products but not the Chicken Taffy Dog Treats.,1.0,3.0
435,"This is not the PURE blueberry drink that sells for about $11 in store individually. This is the blend, which sells for about $5 individually in stores. I was deceived by the title and the very similar looking photo.",1.0,3.0
436,This is waaaaay too expensive.  At my local Target (Philadelphia region) I can get a 24oz can with an extra 4oz FREE for $23 or 56oz for the same price as this.  That's 80 cents an ounce compared to $1.26 an ounce,1.0,2.0
437,Totally not worth it!<br />Babies eat the really fine purees for such a small amount of time and it is important to continually increase the texture.  I found that a $5 steamer basket and $15 Immersion Blender did a much better job and allowed me to make larger quantities of food with better texture results.<br /><br />In addition the area where you add water started to rust so I really question the craftsmanship here.,1.0,3.0
438,"Gross, I could not get past the smell and texture.  The noodle comes in some type of water and smells like an old fish market.  The texture would be perfect for a Halloween party to represent worms.  Get the point they are gross.",1.0,1.0
439,"This product is sweetened with Splenda, and tastes very artificial. Maybe if you like diet soda you will like this, but the 3 people that sampled it did not.",1.0,2.0
440,This had been my favorite gum for the past few years but lately the packs I've bought have been dissapointing. The gum has become rubbery and loses it's flavor much quicker than in the past. I've since switched to the Strawberry and Berry flavors and like them much better. These flavors are really good and stay soft.,1.0,4.0
441,"Broken into 50 pieces when it arrived.  Ruined.  Had to try to glue it together, and then ultimately get another one.",1.0,1.0
442,"I bought this because I hate Equal and Splena and was trying to wean myself off of sugar. I read from reviews here that it tasted as good as sugar and didn't have those awful after-tastes like Equal and Splenda.<br /><br />Well, the reviews I read were wrong. This Stevia powder was gross, I literally had to spit out my food, it tasted so bad. And I used it as I was told (not too liberally). I would rather go without sweetener than to use Stevia.",1.0,1.0
443,"I bought 3 of there nut milk bags and and the seems all tore after one use, they sent out 2 replacements (when i bought 3) and they did the same thing. Bad customer service.<br />They do not support there products.",1.0,1.0
444,"this stuff is candy water - if you like sweet sugary drinks, then why even bother with kombucha? - isn't coke zero more what you're looking for? It's completely clear so there aren't any live cultures I can see, though I'm not sure they can survive in the ingredients listed on the bottle anyway - I know I can't. It's cheaper than GT Dave's variety, but it tastes nasty, all bubbly, minty and sweet at the same time. Like a party in my mouth with a bunch of uninvited guests - seriously, stay away!",1.0,1.0
445,"Planters Walnuts are indeed delicious.  However, it is definitely not cost efficient to purchase them online.  The 7.25 ounce canisters are 5.97 each at WalMart... Three canisters would cost $17.91 plus tax.  And that is a heck of a lot cheaper than $39.95 plus shipping.",1.0,1.0
446,NOT recommended!!!  Was advertised as long lasting. I bought the largest size and my small beagle ate it in ten minutes and she is ten years old. Plus it left a nasty stain.,1.0,1.0
447,"I should have known not to order this on line. By the time I got it, most of the leaves were dead. Did not get much use of this at all.",1.0,1.0
