,productId,score,text
17009,B000C4QQ16,5.0,"This milk chocolate is made with the best ingredients. 6 ingredients. And they use all vanilla and cocoa butter and whole milk powder. Hershey uses vanillin...which is a wood extract..I have a bag that was given to me, and all I do is snack on it, letting it melt on my tongue to taste the almost orgasmic caramel flavor that stays with you for like ten minutes after eating it. Which ever chocolate you eat, let it melt on your tongue first instead of chomping on it. One, you eat less, and two, you appreciate it, and three, you can taste all the flavors."
148654,B001OCBT3U,3.0,"The taste of this product is very good.  It has that peanut buttery taste along with real peanuts for crunch.  The only thing is that it needs a bit more work.  1st of all, 220 calories!!!!  110 from fat!! Yikes.  For all you health nuts, this may not be the product for you.  2nd and most of all, you can't really eat this without getting your hands full of the peanut butter.  The bar is made up of nuts on the top with an underlayment of peanut butter on the bottom.  This means you can't eat the bar without the wrapper otherwise your fingers will melt the peanut butter and get all messy.  It would be better if the bar had the peanut butter ""sandwiched"" between two layers of peanuts.  Less mess and you won't need the wrapper."
16631,B001LGGH40,5.0,This drink is a great alternative to soda. It has a little bit more sugar than soda but this has better ingredients than a regular soda can. It is a little pricey for a pack of 24 but it is better for you and it taste great.
150772,B006AA5JKA,3.0,"I really enjoy Ahmad English tea #1, so I tried thier Earl Grey. It has an astringent aftertaste, is too strong, and this particular box has no individual packaging to seal the flavor in. I prefer not to use foil wrapped products for environmental reasons but these packets need to be in an airtight container so as not to loose thier flavor. I really cannot taste much bergamot which is what I enjoy about an Earl Grey. Also, it smells too perfumey for me. I'll stick to Twinings Earl Grey."
130693,B000NY3A8M,1.0,"Very disappointed.  This was not the product I ordered, they told me they don't make this anymore but a new one for grilling is the same thing, it was not.  The price of a small container was $29.99 (extremely expensive).  Would never order this again.  A ripoff."
126593,B001EUG65I,1.0,This is not worth it.  My pit ate it in large chunks in under a minute.  i bought it locally for what i'd pay for dinner- not worth it in terms of money or time in keeping him busy.  he takes longer to eat an entire bowl of food..
17549,B005CUK206,5.0,"With my Prime account, I took advantage of the free 2 day shipping!<br />I used these as party favors for my wedding reception a few weeks ago (Nov 2011).<br />I originally bought OTHER chocolate candies, but they turned out to be too big for my favor boxes. So I bought these last minute, and they arrived on time, and with enough time for me to put the favors together :)<br />The candies came out perfect. Nothing was melted, warped, opened, unpackaged, etc.<br />just Perfect!"
79407,B003TNANSO,4.0,"I dont really worry about my weight these days.  These bars are not exactly low calorie, though, in the writeup I read on the internet I , the guy who created the product says he sometimes eats a couple  of them for lunch. That's about right, it would be a tasty light on-the-go lunch at 420 calories. So much better for you than a candy bar. I read an interview the magazine about the founder of the company, and it inspired me to try other bars also, where they are selling them everywhere . I loved it. The one I sampled was different from this one, but this one sounded like I would enjoy it even more, and I did."
152441,B000OQ4A3S,3.0,"I was shocked how quickly this product came. I saw these on Dr. Oz and wanted to give them a try for a chocolate snack to cure my cravings for sweets. They are quite bitter though. I know dark chocolate with cacao can be more bitter than milk chocolate but I wasn't expecting it to be so hard to take. The seller's service was great, but I don't know that I will order these again due to the taste."
237184,B000EDM772,2.0,"We bought a new bread machine to use this mix. Threw out the old one years ago. I gave this bread a bad review after the 1st loaf. Just made the 4th batch, and this bread is worth at least three and a half stars. Here's what we've learned: All ingredients must be at room temperature. The water and milk should be a bit warmer. Follow the directions carefully. It'll actually smell like you're baking bread in the last hour of the process. On second taste, the bread is pretty good. Most bread depends on what you put on it, and this bread is no different. I like the whipped peanut spread. Another favorite: spreadable butter with cinnamon and a sweetener. I'm coming back for a 2nd order. I'm a bread person, and this fits the bill."
17458,B0045Z6K50,5.0,"I used to think it was the best. Bought it when Amazon was having a one-day sale, which made its price pretty much the same as Coffee People Donut Shop (our regular brew). If we could get this Newman coffee at a matching price always, we would switch to it. It's dark and strong, without being bitter. Love it. (Edit 5/5/2011: I have now decided the Van Houtte Eclipse blend is my #1 favorite.)"
249484,B001LGGH54,2.0,Ok this is the 2nd can of this in a different flavor that we tried...and when it arrived the top of the can was totally covered  in black spots...my guess would be rat urine or some kind of bug droppings...it was utterly disgusting. I read on the news this week where a lady just died from rat urine being deposited on a soda can and it just made me cringe...we did not drink it out of the can as we never do...but my main concern is ..why would they ship out a product in that condition???? The juice wasnt horrible but it was unhygenic. I was disappointed.
149810,B00004S1C6,3.0,"I am an avid macaron baker (the French macarons not the American ones.) I've had some problems with the yellow messing up my shell batter.  I feel like the color is not as intense, therefore I have to use more of it to get the desired color.  I'd been using the limited range of powdered colors that I have, and thought that switching over to the gel stuff would be okay but it has been troublesome for me.  Regardless, the colors (save yellow) are bright and vibrant."
